Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,HDD controller type.7081,HDD controller type,,,,,"The type of hard disk drive (HDD) controller used in the notebook. For example, SATA (7200 rpm), SATA (5400 rpm), or Solid State Drive (SSD).",True
Notebooks,HDD controller type.7081.unit,HDD controller type_unit,,,,,The unit of measure for the HDD controller type column.,True
Notebooks,Maximum HDD capacity.7086,Maximum HDD capacity,,,,,"The maximum HDD capacity of the notebook, in gigabytes (GB). The capacity can range from 1 GB to 1000 GB.",True
Notebooks,Maximum HDD capacity.7086.unit,Maximum HDD capacity_unit,,,,,The unit of measure for the Maximum HDD capacity column.,True
Notebooks,Video card features.857,Video card features,,,,,"Video card features of the notebook. Examples include: 'DualView', 'Mobile Intel Graphics Media Accelerator 4500MHD', 'Mobile Intel Graphics Media Accelerator X4500 HD', 'DirectX 10, DualView', 'NVIDIA Quadro FX 2700M'.",True
Notebooks,Video card features.857.unit,Video card features_unit,,,,,The unit of measure for the Video card features column.,True
Notebooks,Power consumption (typical).445,Power consumption (typical),,,,,"Power consumption (typical) is the amount of power consumed by the notebook when it is running normally, in watts (W).",True
Notebooks,Power consumption (typical).445.unit,Power consumption (typical)_unit,,,,,The unit of measure for the Power consumption (typical) column.,True
Notebooks,Number of battery cells (tablet).16112,Number of battery cells (tablet),,,,,The number of battery cells for the tablet model of the given laptop.,True
Notebooks,Number of battery cells (tablet).16112.unit,Number of battery cells (tablet)_unit,,,,,The unit of measure for the Number of battery cells (tablet) column.,True
Notebooks,"Battery capacity (tablet, Watt-hours).17959","Battery capacity (tablet, Watt-hours)",,,,,"The battery capacity of the tablet in Watt-hours. The minimum capacity is 1.0 Wh, and the maximum is 75.81 Wh.",True
Notebooks,"Battery capacity (tablet, Watt-hours).17959.unit","Battery capacity (tablet, Watt-hours)_unit",,,,,"The unit of measure for the Battery capacity (tablet, Watt-hours) column.",True
Notebooks,Rear camera HD type.39485,Rear camera HD type,,,,,The type of high definition for the rear camera of the notebook. Options include 'Full HD' and 'HD'.,True
Notebooks,Rear camera HD type.39485.unit,Rear camera HD type_unit,,,,,The unit of measure for the Rear camera HD type column.,True
Notebooks,Orientation sensor.7350,Orientation sensor,,,,,"A sensor that detects the position of the notebook in space. The values in this column indicate whether or not the notebook has an orientation sensor. If the value is 'True', the notebook has an orientation sensor. If the value is 'False', the notebook does not have an orientation sensor.",True
Notebooks,Orientation sensor.7350.unit,Orientation sensor_unit,,,,,The unit of measure for the Orientation sensor column.,True
Notebooks,Master (outer) case gross weight.19016,Master (outer) case gross weight,"'1901.0', '6092.0', '2000.0', '1900.0', '6260.0'",g,1900.0,6260.0,The weight of the master case of the notebook. The weight should be in grams and the minimum weight is 1900 g. The maximum weight is 7865 g.,True
Notebooks,Master (outer) case gross weight.19016.unit,Master (outer) case gross weight_unit,,,,,The unit of measure for the Master (outer) case gross weight column.,True
Notebooks,Master (outer) case length.22658,Master (outer) case length,"'357.89', '357.9', '323.09', '323.1'",mm,323.09,357.9,"The length of the outer case of the notebook, measured in millimeters. The length can be any value from 323.09 to 461.01.",True
Notebooks,Master (outer) case length.22658.unit,Master (outer) case length_unit,,,,,The unit of measure for the Master (outer) case length column.,True
Notebooks,Products per master (outer) case.22659,Products per master (outer) case,"'1.0', '3.0'",pc(s),1.0,3.0,Number of products contained within each master case.,True
Notebooks,Products per master (outer) case.22659.unit,Products per master (outer) case_unit,,,,,The unit of measure for the Products per master (outer) case column.,True
Notebooks,Master (outer) case height.4456,Master (outer) case height,"'56.9', '173.0', '172.97', '67.6', '202.9'",mm,56.9,202.9,Height of the outer case of the laptop. Units are in millimeters.,True
Notebooks,Master (outer) case height.4456.unit,Master (outer) case height_unit,,,,,The unit of measure for the Master (outer) case height column.,True
Notebooks,Master (outer) case width.4457,Master (outer) case width,"'265.94', '265.9', '262.89', '262.9'",mm,262.89,265.94,"The width of the notebook's outer case, measured in millimeters. The minimum value is 175.01 mm, and the maximum value is 311.99 mm.",True
Notebooks,Master (outer) case width.4457.unit,Master (outer) case width_unit,,,,,The unit of measure for the Master (outer) case width column.,True
Notebooks,BD-RE XL read speed.14122,BD-RE XL read speed,,,,,The speed at which the BD-RE XL drive reads.,True
Notebooks,BD-RE XL read speed.14122.unit,BD-RE XL read speed_unit,,,,,The unit of measure for the BD-RE XL read speed column.,True
Notebooks,BD-R XL read speed.14123,BD-R XL read speed,,,,,"The read speed for Blu-ray recordable media, expressed as ""x"" speed, e.g. 6.0x is 6 times faster than 1x.",True
Notebooks,BD-R XL read speed.14123.unit,BD-R XL read speed_unit,,,,,The unit of measure for the BD-R XL read speed column.,True
Notebooks,Built-in optical drive.10920,Built-in optical drive,,,,,"Indicates whether the notebook has a built-in optical drive or not. Returns a boolean value, either 'True' or 'False'.",True
Notebooks,Built-in optical drive.10920.unit,Built-in optical drive_unit,,,,,The unit of measure for the Built-in optical drive column.,True
Notebooks,NVIDIA 3D Vision 2.21822,NVIDIA 3D Vision 2,,,,,"This column indicates whether the notebook has NVIDIA 3D Vision 2 or not. It is a boolean value, with True indicating that the notebook has NVIDIA 3D Vision 2 and False indicating that it does not.",True
Notebooks,NVIDIA 3D Vision 2.21822.unit,NVIDIA 3D Vision 2_unit,,,,,The unit of measure for the NVIDIA 3D Vision 2 column.,True
Notebooks,Mini HDMI ports quantity.7271,Mini HDMI ports quantity,,,,,The number of mini HDMI ports on the notebook.,True
Notebooks,Mini HDMI ports quantity.7271.unit,Mini HDMI ports quantity_unit,,,,,The unit of measure for the Mini HDMI ports quantity column.,True
Notebooks,Memory channels.7788,Memory channels,"'Octa-channel', 'Dual-channel'",,,,"Type of memory channels the laptop uses. Options include 'Dual-channel', 'Octa-channel', and 'Quad-channel'.",True
Notebooks,Memory channels.7788.unit,Memory channels_unit,,,,,The unit of measure for the Memory channels column.,True
Notebooks,Video adapter features.666,Video adapter features,,,,,"Video adapter features describes the video adapter of the notebook. This can include the graphics controller, DirectX, Pixelshader, and DVD capabilities.",True
Notebooks,Video adapter features.666.unit,Video adapter features_unit,,,,,The unit of measure for the Video adapter features column.,True
Notebooks,Built-in touchpad.7185,Built-in touchpad,,,,,"Boolean value to indicate presence of a touchpad in a notebook computer. False if not present, and true if it is built-in",True
Notebooks,Built-in touchpad.7185.unit,Built-in touchpad_unit,,,,,The unit of measure for the Built-in touchpad column.,True
Notebooks,Foldable display.44468,Foldable display,'False',,,,"A column to indicate whether the display of the notebook is foldable. If foldable, the display can be folded flat against the keyboard. If not foldable, the display is fixed in an upright position and cannot be folded.",True
Notebooks,Foldable display.44468.unit,Foldable display_unit,,,,,The unit of measure for the Foldable display column.,True
Notebooks,Number of touchpad buttons.27480,Number of touchpad buttons,'2.0',,2.0,2.0,"The number of physical buttons present on the touchpad of the notebook. This includes the primary click button and any secondary buttons (e.g. right-click, pinch-to-zoom, etc.).",True
Notebooks,Number of touchpad buttons.27480.unit,Number of touchpad buttons_unit,,,,,The unit of measure for the Number of touchpad buttons column.,True
Notebooks,Audio system direct 3D sound.1031,Audio system direct 3D sound,,,,,"Audio system direct 3D sound is a type of audio system that provides an immersive audio experience. It is typically found in high-end gaming laptops and can be used to create a more realistic gaming experience. The audio system direct 3D sound is a feature that allows the audio to be directed to specific locations in the room, creating a more immersive experience.",True
Notebooks,Audio system direct 3D sound.1031.unit,Audio system direct 3D sound_unit,,,,,The unit of measure for the Audio system direct 3D sound column.,True
Notebooks,Networking type.1103,Networking type,,,,,"The networking type of the notebook. Examples include 'Ethernet LAN, WLAN', 'Gigabit Ethernet', 'Gigabit Ethernet, Fast Ethernet, Ethernet', 'Fast Ethernet', 'WLAN, Fast Ethernet'.",True
Notebooks,Networking type.1103.unit,Networking type_unit,,,,,The unit of measure for the Networking type column.,True
Notebooks,Keyboard included on selected markets only.36392,Keyboard included on selected markets only,,,,,"Indicates whether the keyboard is included with the notebook in select markets. This column contains boolean values, where 'True' indicates that a keyboard is included, and 'False' indicates that a keyboard is not included with the notebook.",True
